Time(Days),x_rot(km),y_rot(km),z_rot(km),vx_rot(km/s),vy_rot(km/s),vz_rot(km/s)
2.20170028,386488.30430389,-603.74427793,839.84937058,-0.77763541,-1.38073403,0.41242842
2.20303384,386390.86425955,-759.36823837,882.89427803,-0.91227322,-1.31824771,0.33409953
2.20436739,386278.44865410,-906.98582196,916.70379316,-1.03735507,-1.24187908,0.25225840
2.20570095,386152.23580503,-1045.04230259,940.92227895,-1.15155726,-1.15242943,0.16776183
2.20703451,386013.55009838,-1172.08338667,955.29455712,-1.25367028,-1.05083929,0.08149525
2.20836806,385863.84806566,-1286.77069884,959.66866989,-1.34261192,-0.93817848,-0.00563662
2.20970162,385704.70302640,-1387.89604384,953.99754569,-1.41743900,-0.81563487,-0.09271948
2.21103517,385537.78846114,-1474.39428638,938.33954844,-1.47735766,-0.68450166,-0.17883909
2.21236873,385364.86029440,-1545.35470510,912.85790202,-1.52173197,-0.54616360,-0.26309113
2.21370228,385187.73828009,-1600.03069468,877.81899515,-1.55009090,-0.40208215,-0.34459076
2.21503584,385008.28669274,-1637.84770772,833.58958350,-1.56213340,-0.25377979,-0.42248217
2.21636939,384828.39453574,-1658.40934908,780.63291966,-1.55773164,-0.10282368,-0.49594767
2.21770295,384649.95548374,-1661.50155511,719.50385243,-1.53693243,0.04919122,-0.56421640
2.21903651,384474.84777903,-1647.09481360,650.84294991,-1.49995660,0.20065927,-0.62657261
2.22037006,384304.91430244,-1615.34440099,575.36971067,-1.44719656,0.34998138,-0.68236317
2.22170362,384141.94303616,-1566.58863773,493.87493847,-1.37921195,0.49558215,-0.73100456
2.22303717,383987.64813196,-1501.34518318,407.21236443,-1.29672353,0.63592675,-0.77198897
2.22437073,383843.65178943,-1420.30541599,316.28960944,-1.20060522,0.76953724,-0.80488958
2.22570428,383711.46714035,-1324.32696419,222.05858588,-1.09187459,0.89500832,-0.82936503
2.22703784,383592.48232134,-1214.42447352,125.50544430,-0.97168180,1.01102214,-0.84516289
2.22837140,383487.94590493,-1091.75871730,27.64017445,-0.84129709,1.11636225,-0.85212212
2.22970495,383398.95383996,-957.62417390,-70.51402623,-0.70209710,1.20992625,-0.85017466
2.23103851,383326.43803873,-813.43520868,-167.93150219,-0.55555004,1.29073729,-0.83934591
2.23237206,383271.15672353,-660.71101706,-263.59489216,-0.40319994,1.35795413,-0.81975427
2.23370562,383233.68663235,-501.05949239,-356.50577014,-0.24665023,1.41087967,-0.79160971
2.23503917,383214.41715388,-336.16019749,-445.69506317,-0.08754665,1.44896799,-0.75521130
2.23637273,383213.54645026,-167.74662242,-530.23313661,0.07244010,1.47182968,-0.71094392
2.23770628,383231.07959395,2.41207911,-609.23944369,0.23163198,1.47923556,-0.65927398
2.23903984,383266.82873408,172.52968190,-681.89163953,0.38836113,1.47111867,-0.60074444
2.24037340,383320.41527569,340.82161311,-747.43406908,0.54098730,1.44757457,-0.53596894
2.24170695,383391.27404480,505.52361282,-805.18554253,0.68791486,1.40885993,-0.46562528
2.24304051,383478.65938221,664.91013868,-854.54632357,0.82760925,1.35538950,-0.39044830
2.24437406,383581.65309914,817.31232569,-895.00426065,0.95861276,1.28773143,-0.31122216
2.24570762,383699.17420081,961.13532004,-926.14000453,1.07955950,1.20660112,-0.22877218
2.24704117,383829.99027589,1094.87481135,-947.63126113,1.18918928,1.11285345,-0.14395630
2.24837473,383972.73042562,1217.13260038,-959.25604268,1.28636042,1.00747380,-0.05765621
2.24970828,384125.89960050,1326.63104598,-960.89488559,1.37006137,0.89156766,0.02923165
2.25104184,384287.89419216,1422.22625186,-952.53201891,1.43942090,0.76634909,0.11580534
2.25237540,384457.01872370,1502.91986110,-934.25547161,1.49371690,0.63312815,0.20116655
2.25370895,384631.50346611,1567.86934710,-906.25612308,1.53238369,0.49329738,0.28442980
2.25504251,384809.52280550,1616.39669671,-868.82570525,1.55501770,0.34831748,0.36473144
2.25637606,384989.21417511,1647.99540535,-822.35378011,1.56138160,0.19970227,0.44123842
2.25770962,385168.69736431,1662.33571120,-767.32372086,1.55140673,0.04900326,0.51315676
2.25904317,385346.09401133,1659.26802095,-704.30773888,1.52519383,-0.10220634,0.57973968
2.26037673,385519.54708559,1638.82448816,-633.96100334,1.48301214,-0.25234764,0.64029519
2.26171029,385687.24016548,1601.21873073,-557.01491270,1.42529673,-0.39985232,0.69419322
2.26304384,385847.41631773,1546.84368383,-474.26958203,1.35264429,-0.54317873,0.74087206
2.26437740,385998.39638919,1476.26760976,-386.58562083,1.26580715,-0.68082779,0.77984426
2.26571095,386138.59652439,1390.22829676,-294.87528034,1.16568579,-0.81135846,0.81070165
2.26704451,386266.54473125,1289.62550341,-200.09305831,1.05331985,-0.93340270,0.83311973
2.26837806,386380.89632181,1175.51171593,-103.22585303,0.92987760,-1.04567977,0.84686109
2.26971162,386480.44806899,1049.08130933,-5.28276501,0.79664420,-1.14700965,0.85177811
2.27104517,386564.15092612,911.65821351,92.71535192,0.65500852,-1.23632550,0.84781462
2.27237873,386631.12117584,764.68220763,189.74648436,0.50644904,-1.31268503,0.83500670
2.27371229,386680.64988154,609.69397497,284.79808994,0.35251858,-1.37528058,0.81348256
2.27504584,386712.21053970,448.31907026,376.87765554,0.19482827,-1.42344793,0.78346140
2.27637940,386725.46483905,282.25095910,465.02307269,0.03503083,-1.45667358,0.74525138
2.27771295,386720.26646223,113.23330473,548.31272204,-0.12519670,-1.47460052,0.69924658
2.27904651,386696.66287412,-56.95831632,625.87515851,-0.28417058,-1.47703236,0.64592312
2.28038006,386654.89507377,-226.53507772,696.89829470,-0.44021812,-1.46393575,0.58583436
2.28171362,386595.39529695,-393.71374983,760.63798128,-0.59169542,-1.43544116,0.51960521
2.28304717,386518.78268953,-556.73552825,816.42589216,-0.73700486,-1.39184180,0.44792578
2.28438073,386425.85698421,-713.88464211,863.67662535,-0.87461217,-1.33359082,0.37154414
2.28571429,386317.59024464,-863.50654137,901.89394206,-1.00306296,-1.26129685,0.29125856
2.28704784,386195.11675445,-1004.02546366,930.67607166,-1.12099831,-1.17571772,0.20790915
2.28838140,386059.72115797,-1133.96118967,949.72002390,-1.22716949,-1.07775260,0.12236893
2.28971495,385912.82497222,-1251.94480021,958.82485658,-1.32045151,-0.96843259,0.03553469
2.29104851,385755.97161590,-1356.73326281,957.89386236,-1.39985530,-0.84890983,-0.05168263
2.29238206,385590.81011195,-1447.22268311,946.93564604,-1.46453848,-0.72044523,-0.13836758
2.29371562,385419.07764218,-1522.46007637,926.06408081,-1.51381455,-0.58439506,-0.22360996
2.29504917,385242.58114038,-1581.65352462,895.49713958,-1.54716033,-0.44219639,-0.30651458
2.29638273,385063.17812690,-1624.18060998,855.55461540,-1.56422171,-0.29535173,-0.38621080
2.29771629,384882.75699225,-1649.59502654,806.65475250,-1.56481743,-0.14541283,-0.46186185
2.29904984,384703.21694734,-1657.63130207,749.30982685,-1.54894109,0.00603594,-0.53267373
2.30038340,384526.44785922,-1648.20757385,684.12072227,-1.51676114,0.15739467,-0.59790372
2.30171695,384354.31019377,-1621.42639392,611.77056404,-1.46861900,0.30706503,-0.65686825
2.30305051,384188.61528497,-1577.57355269,533.01747827,-1.40502530,0.45346748,-0.70895016
2.30438406,384031.10614553,-1517.11494088,448.68655886,-1.32665427,0.59505814,-0.75360519
2.30571762,383883.43902815,-1440.69148423,359.66112920,-1.23433631,0.73034530,-0.79036770
2.30705118,383747.16593582,-1349.11221358,266.87339624,-1.12904894,0.85790526,-0.81885555
2.30838473,383623.71826994,-1243.34554846,171.29459857,-1.01190619,0.97639744,-0.83877394
2.30971829,383514.39178904,-1124.50889587,73.92475699,-0.88414642,1.08457854,-0.84991846
2.31105184,383420.33303786,-993.85668114,-24.21786132,-0.74711901,1.18131554,-0.85217705
2.31238540,383342.52738646,-852.76694687,-122.10745072,-0.60226978,1.26559753,-0.84553100
2.31371895,383281.78880306,-702.72666859,-218.72143228,-0.45112548,1.33654618,-0.83005495
2.31505251,383238.75146161,-545.31595079,-313.05116125,-0.29527750,1.39342463,-0.80591589
2.31638606,383213.86326711,-382.19127584,-404.11246358,-0.13636488,1.43564506,-0.77337118
2.31771962,383207.38135721,-215.06798901,-490.95589124,0.02394296,1.46277438,-0.73276568
2.31905318,383219.36962041,-45.70220748,-572.67658952,0.18396391,1.47453848,-0.68452789
2.32038673,383249.69824535,124.12765267,-648.42367555,0.34202075,1.47082469,-0.62916531
2.32172029,383298.04529852,292.63953678,-717.40903210,0.49645869,1.45168252,-0.56725896
2.32305384,383363.90030212,458.06640343,-778.91542918,0.64566256,1.41732275,-0.49945722
2.32438740,383446.56976767,618.67467445,-832.30389220,0.78807353,1.36811490,-0.42646889
2.32572095,383545.18461743,772.78229379,-877.02024540,0.92220512,1.30458295,-0.34905583
2.32705451,383658.70941078,918.77621122,-912.60076677,1.04665850,1.22739965,-0.26802494
2.32838806,383785.95327217,1055.12911501,-938.67690172,1.16013674,1.13737919,-0.18421982
2.32972162,383925.58240413,1180.41524587,-954.97899066,1.26145799,1.03546859,-0.09851205
2.33105518,384076.13405150,1293.32513598,-961.33897770,1.34956752,0.92273768,-0.01179219
2.33238873,384236.03177255,1392.67912704,-957.69207573,1.42354833,0.80036793,0.07503929
2.33372229,384403.60185837,1477.43953622,-944.07737530,1.48263045,0.66964018,0.16108127
2.33505584,384577.09073433,1546.72134994,-920.63739290,1.52619870,0.53192138,0.24544110
2.33638940,384754.68316658,1599.80134312,-887.61656623,1.55379886,0.38865052,0.32724375
2.33772295,384934.52109164,1636.12553348,-845.35871204,1.56514232,0.24132385,0.40564067
2.33905651,385114.72287993,1655.31490014,-794.30347368,1.56010900,0.09147955,0.47981845
2.34039007,385293.40284163,1657.16930820,-734.98179287,1.53874856,-0.05931807,0.54900708
2.34172362,385468.69078024,1641.66960217,-668.01045150,1.50128005,-0.20949454,0.61248780
2.34305718,385638.75139880,1608.97784400,-594.08573585,1.44808974,-0.35748139,0.66960049
2.34439073,385801.80336481,1559.43569306,-513.97628590,1.37972731,-0.50173228,0.71975043
2.34572429,385956.13784196,1493.56093931,-428.51519855,1.29690043,-0.64073887,0.76241445
2.34705784,386100.13630189,1412.04222181,-338.59146252,1.20046772,-0.77304642,0.79714637
2.34839140,386232.28743376,1315.73197952,-245.14080818,1.09143011,-0.89726886,0.82358174
2.34972495,386351.20297838,1205.63770118,-149.13606268,0.97092083,-1.01210322,0.84144167
2.35105851,386455.63232145,1082.91155601,-51.57710572,0.84019390,-1.11634326,0.85053589
2.35239207,386544.47569265,948.83850560,46.51947386,0.70061145,-1.20889222,0.85076490
2.35372562,386616.79582841,804.82301149,144.13091655,0.55362977,-1.28877441,0.84212122
2.35505918,386671.82797206,652.37446991,240.23891877,0.40078442,-1.35514567,0.82468966
2.35639273,386708.98809874,493.09151783,333.84023865,0.24367433,-1.40730249,0.79864666
2.35772629,386727.87927174,328.64536892,423.95717121,0.08394525,-1.44468975,0.76425870
2.35905984,386728.29605328,160.76234834,509.64778324,-0.07672739,-1.46690684,0.72187974
2.36039340,386710.22691469,-8.79419320,590.01579996,-0.23665605,-1.47371229,0.67194770
2.36172695,386673.85460926,-178.24239858,664.22003744,-0.39415884,-1.46502667,0.61498014
2.36306051,386619.55449502,-345.80066158,731.48327952,-0.54757734,-1.44093383,0.55156893
2.36439407,386547.89081438,-509.70642360,791.10050195,-0.69529419,-1.40168033,0.48237424
2.36572762,386459.61096208,-668.23480856,842.44635357,-0.83575038,-1.34767317,0.40811768
2.36706118,386355.63779363,-819.71689475,884.98181110,-0.96746197,-1.27947581,0.32957484
2.36839473,386237.06004967,-962.55742512,918.25993295,-1.08903602,-1.19780238,0.24756711
2.36972829,386105.12099261,-1095.25176199,941.93064660,-1.19918566,-1.10351038,0.16295308
2.37106184,385961.20537285,-1216.40189971,955.74451456,-1.29674400,-0.99759164,0.07661947
2.37239540,385806.82486142,-1324.73135797,959.55543530,-1.38067682,-0.88116192,-0.01052829
2.37372895,385643.60210368,-1419.09879041,953.32224656,-1.45009378,-0.75544907,-0.09757570
2.37506251,385473.25356539,-1498.51015714,937.10921178,-1.50425813,-0.62177994,-0.18360889
2.37639607,385297.57135653,-1562.12932510,911.08538168,-1.54259477,-0.48156621,-0.26772443
2.37772962,385118.40423065,-1609.28697848,875.52283702,-1.56469646,-0.33628926,-0.34903892
2.37906318,384937.63796705,-1639.48773950,830.79383010,-1.57032832,-0.18748427,-0.42669851
2.38039673,384757.17535083,-1652.41542121,777.36685615,-1.55943031,-0.03672369,-0.49988794
2.38173029,384578.91597016,-1647.93635410,715.80169692,-1.53211791,0.11439959,-0.56783929
2.38306384,384404.73605220,-1626.10075164,646.74349133,-1.48868077,0.26428943,-0.62984016
2.38439740,384236.46855883,-1587.14210066,570.91589829,-1.42957954,0.41136353,-0.68524120
2.38573096,384075.88375921,-1531.47458674,489.11342744,-1.35544082,0.55407037,-0.73346299
2.38706451,383924.67049127,-1459.68858510,402.19302230,-1.26705022,0.69090586,-0.77400214
2.38839807,383784.41831434,-1372.54427155,311.06498912,-1.16534385,0.82042928,-0.80643658
2.38973162,383656.60074622,-1270.96342623,216.68337063,-1.05139807,0.94127865,-0.83042984
2.39106518,383542.55976222,-1156.01952623,120.03587094,-0.92641777,1.05218509,-0.84573458
2.39239873,383443.49172203,-1028.92623776,22.13344085,-0.79172342,1.15198617,-0.85219495
2.39373229,383360.43486918,-891.02444032,-76.00036281,-0.64873670,1.23963805,-0.84974813
2.39506584,383294.25853457,-743.76792558,-173.34012957,-0.49896532,1.31422629,-0.83842477
2.39639940,383245.65414979,-588.70793242,-268.86934396,-0.34398684,1.37497526,-0.81834845
2.39773296,383215.12816237,-427.47668595,-361.59101638,-0.18543185,1.42125599,-0.78973418
2.39906651,383202.99691570,-261.77012255,-450.53808447,-0.02496670,1.45259246,-0.75288595
2.40040007,383209.38354354,-93.32998573,-534.78347602,0.13572412,1.46866619,-0.70819330
2.40173362,383234.21689748,76.07451373,-613.44973032,0.29495566,1.46931922,-0.65612706
2.40306718,383277.23251411,244.66527968,-685.71807868,0.45106018,1.45455534,-0.59723428
2.40440073,383337.97559696,410.67395882,-750.83689381,0.60240446,1.42453967,-0.53213233
2.40573429,383415.80597759,572.36042130,-808.12942222,0.74740674,1.37959651,-0.46150237
2.40706784,383509.90499074,728.03090365,-857.00072547,0.88455307,1.32020563,-0.38608215
2.40840140,383619.28418850,876.05562796,-896.94376081,1.01241280,1.24699693,-0.30665831
2.40973496,383742.79579207,1014.88572050,-927.54454542,1.12965323,1.16074360,-0.22405816
2.41106851,383879.14477169,1143.06925835,-948.48635338,1.23505320,1.06235386,-0.13914114
2.41240207,384026.90242185,1259.26628677,-959.55290933,1.32751548,0.95286133,-0.05278996
2.41373562,384184.52129328,1362.26265644,-960.63054764,1.40607784,0.83341426,0.03409848
2.41506918,384350.35132366,1450.98254813,-951.70932149,1.46992284,0.70526348,0.12062225
2.41640273,384522.65700512,1524.49955884,-932.88305090,1.51838598,0.56974952,0.20588360
2.41773629,384699.63541168,1582.04624582,-904.34831435,1.55096249,0.42828875,0.28899810
2.41906984,384879.43490731,1623.02203154,-866.40239319,1.56731233,0.28235880,0.36910363
2.42040340,385060.17434556,1646.99939701,-819.44019293,1.56726372,0.13348345,0.44536917
2.42173696,385239.96257012,1653.72829873,-763.95017036,1.55081485,-0.01678303,0.51700324
2.42307051,385416.91802150,1643.13876958,-700.50930897,1.51813398,-0.16687179,0.58326196
2.42440407,385589.18825427,1615.34167307,-629.77719000,1.46955781,-0.31521547,0.64345668
2.42573762,385754.96917049,1570.62760533,-552.48921896,1.40558818,-0.46026427,0.69696101
2.42707118,385912.52377546,1509.46394944,-469.44907178,1.32688707,-0.60050191,0.74321730
2.42840473,386060.20026800,1432.49011151,-381.52043571,1.23427007,-0.73446123,0.78174243
2.42973829,386196.44928005,1340.51097819,-289.61812446,1.12869818,-0.86073942,0.81213283
2.43107185,386319.84009064,1234.48865999,-194.69865571,1.01126816,-0.97801256,0.83406880
2.43240540,386429.07564418,1115.53259465,-97.75038325,0.88320148,-1.08504945,0.84731794
2.43373896,386523.00621809,984.88810872,0.21671769,0.74583195,-1.18072457,0.85173768
2.43507251,386600.64159116,843.92354444,98.18150980,0.60059207,-1.26403001,0.84727704
2.43640607,386661.16158449,694.11608136,195.12229198,0.44899842,-1.33408615,0.83397727
2.43773962,386703.92485412,537.03639012,290.02742835,0.29263602,-1.39015123,0.81197170
2.43907318,386728.47584038,374.33227485,381.90589860,0.13314193,-1.43162934,0.78148459
2.44040673,386734.54978683,207.71146780,469.79765945,-0.02781178,-1.45807711,0.74282896
2.44174029,386722.07577218,38.92375445,552.78370902,-0.18853549,-1.46920866,0.69640360
2.44307385,386691.17770728,-130.25738723,629.99574588,-0.34733984,-1.46489902,0.64268906
2.44440740,386642.17328244,-298.05343995,700.62532070,-0.50255352,-1.44518583,0.58224283
2.44574096,386575.57086069,-462.69959629,763.93237937,-0.65254102,-1.41026928,0.51569362
2.44707451,386492.06434584,-622.46340355,819.25310580,-0.79572008,-1.36051036,0.44373494
2.44840807,386392.52606665,-775.66310342,866.00697589,-0.93057857,-1.29642731,0.36711784
2.44974162,386277.99774971,-920.68546840,903.70294549,-1.05569083,-1.21869045,0.28664311
2.45107518,386149.67966716,-1056.00293884,931.94470062,-1.16973293,-1.12811522,0.20315286
2.45240873,386008.91807414,-1180.18987403,950.43491212,-1.27149708,-1.02565376,0.11752167
2.45374229,385857.19106337,-1291.93773582,958.97844319,-1.35990467,-0.91238485,0.03064728
2.45507585,385696.09299001,-1390.06903865,957.48447461,-1.43401805,-0.78950253,-0.05655890
2.45640940,385527.31762999,-1473.54990795,945.96751929,-1.49305067,-0.65830337,-0.14318153
2.45774296,385352.64025642,-1541.50111008,924.54731565,-1.53637571,-0.52017269,-0.22831105
2.45907651,385173.89882600,-1593.20742703,893.44759640,-1.56353291,-0.37656966,-0.31105346
2.46041007,384992.97448259,-1628.12527520,852.99374761,-1.57423357,-0.22901170,-0.39053983
2.46174362,384811.77158965,-1645.88847952,803.60938011,-1.56836369,-0.07905813,-0.46593560
2.46307718,384632.19751144,-1646.31214337,745.81185306,-1.54598523,0.07170653,-0.53644947
2.46441074,384456.14236409,-1629.39456798,680.20679592,-1.50733535,0.22168965,-0.60134187
2.46574429,384285.45895844,-1595.31720596,607.48169180,-1.45282383,0.36930754,-0.65993282
2.46707785,384121.94315469,-1544.44264731,528.39859067,-1.38302857,0.51300247,-0.71160908
2.46841140,383967.31484196,-1477.31066693,443.78603496,-1.29868918,0.65125930,-0.75583071
2.46974496,383823.19975064,-1394.63237706,354.53028509,-1.20069898,0.78262169,-0.79213666
2.47107851,383691.11229259,-1297.28255562,261.56594286,-1.09009520,0.90570757,-0.82014957
2.47241207,383572.43961421,-1186.29023655,165.86607479,-0.96804771,1.01922375,-0.83957968
2.47374562,383468.42703083,-1062.82767144,68.43194409,-0.83584633,1.12197959,-0.85022772
2.47507918,383380.16499634,-928.19778571,-29.71753741,-0.69488695,1.21289945,-0.85198686
2.47641274,383308.57774200,-783.82027177,-127.55652305,-0.54665644,1.29103385,-0.84484362
2.47774629,383254.41370127,-631.21647256,-224.06299580,-0.39271673,1.35556930,-0.82887785
2.47907985,383218.23781428,-471.99322380,-318.22946863,-0.23468817,1.40583656,-0.80426167
2.48041340,383200.42578764,-307.82583081,-409.07350762,-0.07423228,1.44131733,-0.77125743
2.48174696,383201.16035965,-140.44036544,-495.64796761,0.08696584,1.46164940,-0.73021475
2.48308051,383220.42960338,28.40452703,-577.05083412,0.24721520,1.46662999,-0.68156667
2.48441407,383258.02727337,196.93611679,-652.43457079,0.40483671,1.45621755,-0.62582495
2.48574762,383313.55518501,363.38617946,-721.01487699,0.55818064,1.43053171,-0.56357452
2.48708118,383386.42758986,526.00949274,-782.07876848,0.70564376,1.38985169,-0.49546726
2.48841474,383475.87749427,683.10204836,-834.99190038,0.84568589,1.33461299,-0.42221514
2.48974829,383580.96484524,833.01879293,-879.20506170,0.97684579,1.26540252,-0.34458267
2.49108185,383700.58649306,974.19071744,-914.25977820,1.09775605,1.18295217,-0.26337899
2.49241540,383833.48781988,1105.14112393,-939.79297129,1.20715710,1.08813098,-0.17944944
2.49374896,383978.27591077,1224.50090667,-955.54062893,1.30390994,0.98193588,-0.09366683
2.49508251,384133.43412713,1331.02269746,-961.34045616,1.38700776,0.86548124,-0.00692245
2.49641607,384297.33793200,1423.59373511,-957.13348109,1.45558602,0.73998720,0.07988302
2.49774962,384468.27180354,1501.24733484,-942.96460451,1.50893126,0.60676704,0.16584874
2.49908318,384644.44706571,1563.17284436,-918.98208897,1.54648818,0.46721361,0.25008289
2.50041674,384824.02045501,1608.72399204,-885.43599592,1.56786533,0.32278497,0.33171175
2.50175029,385005.11323790,1637.42554414,-842.67558648,1.57283899,0.17498943,0.40988858
2.50308385,385185.83068709,1648.97820844,-791.14571396,1.56135548,0.02537010,0.48380222
2.50441740,385364.28172299,1643.26173399,-731.38224284,1.53353177,-0.12451095,0.55268537
2.50575096,385538.59852437,1620.33617782,-664.00654063,1.48965429,-0.27308864,0.61582242
2.50708451,385706.95591249,1580.44132270,-589.71909531,1.43017618,-0.41881100,0.67255676
2.50841807,385867.59031489,1523.99425133,-509.29232165,1.35571280,-0.56015503,0.72229755
2.50975163,386018.81811776,1451.58509619,-423.56262549,1.26703558,-0.69564248,0.76452583
2.51108518,386159.05322161,1363.97100507,-333.42180417,1.16506434,-0.82385502,0.79879991
2.51241874,386286.82362030,1262.06837684,-239.80786671,1.05085806,-0.94344905,0.82476002
2.51375229,386400.78683327,1146.94344161,-143.69536454,0.92560421,-1.05316965,0.84213219
2.51508585,386499.74402906,1019.80127392,-46.08532819,0.79060670,-1.15186376,0.85073119
2.51641940,386582.65269151,881.97334588,52.00508930,0.64727265,-1.23849233,0.85046267
2.51775296,386648.63769145,734.90374082,149.55315833,0.49709801,-1.31214143,0.84132430
2.51908651,386697.00064326,580.13416431,245.54120052,0.34165215,-1.37203198,0.82340605
2.52042007,386727.22744022,419.28790153,338.96718971,0.18256168,-1.41752826,0.79688944
2.52175363,386738.99388226,254.05288357,428.85521602,0.02149357,-1.44814489,0.76204593
2.52308718,386732.16932625,86.16403509,514.26570356,-0.13986227,-1.46355231,0.71923424
2.52442074,386706.81831210,-82.61491401,594.30527378,-0.29981071,-1.46358057,0.66889689
2.52575429,386663.20013569,-250.50996358,668.13614882,-0.45666923,-1.44822157,0.61155567
2.52708785,386601.76636479,-415.75552938,734.98499372,-0.60878580,-1.41762943,0.54780645
2.52842140,386523.15631313,-576.61308176,794.15110057,-0.75455643,-1.37211928,0.47831297
2.52975496,386428.19051315,-731.38953702,845.01382498,-0.89244229,-1.31216421,0.40380003
2.53108851,386317.86224793,-878.45520245,887.03919160,-1.02098624,-1.23839056,0.32504595
2.53242207,386193.32722661,-1016.26107959,919.78559494,-1.13882853,-1.15157149,0.24287438
2.53375563,386055.89150752,-1143.35533603,942.90853044,-1.24472148,-1.05261900,0.15814567
2.53508918,385906.99779467,-1258.39876401,956.16430151,-1.33754299,-0.94257435,0.07174779
2.53642274,385748.21025149,-1360.17905468,959.41265948,-1.41630876,-0.82259706,-0.01541315
2.53775629,385581.19799374,-1447.62372902,952.61834479,-1.48018296,-0.69395265,-0.10242246
2.53908985,385407.71743886,-1519.81158144,935.85151040,-1.52848738,-0.55799911,-0.18836669
2.54042340,385229.59370291,-1575.98250800,909.28702082,-1.56070885,-0.41617239,-0.27234330
2.54175696,385048.70124749,-1615.54560970,873.20263273,-1.57650477,-0.26997100,-0.35347039
2.54309052,384866.94398807,-1638.08548020,827.97607618,-1.57570692,-0.12093994,-0.43089605
2.54442407,384686.23508151,-1643.36660854,774.08106752,-1.55832326,0.02934592,-0.50380753
2.54575763,384508.47661451,-1631.33584836,712.08229753,-1.52453781,0.17929877,-0.57143983
2.54709118,384335.53941536,-1602.12292754,642.62944995,-1.47470864,0.32733489,-0.63308392
2.54842474,384169.24321050,-1556.03899435,566.45031609,-1.40936391,0.47189168,-0.68809424
2.54975829,384011.33734196,-1493.57321874,484.34308196,-1.32919609,0.61144437,-0.73589549
2.55109185,383863.48225615,-1415.38748885,397.16787270,-1.23505437,0.74452231,-0.77598874
2.55242540,383727.23196368,-1322.30926553,305.83764813,-1.12793541,0.86972465,-0.80795662
2.55375896,383604.01765961,-1215.32267604,211.30854893,-1.00897249,0.98573519,-0.83146760
2.55509252,383495.13267761,-1095.55795028,114.56980001,-0.87942318,1.09133628,-0.84627940
2.55642607,383401.71893861,-964.27931775,16.63328054,-0.74065580,1.18542161,-0.85224138
2.55775963,383324.75503270,-822.87150319,-81.47712562,-0.59413462,1.26700772,-0.84929596
2.55909318,383265.04605935,-672.82496980,-178.73628463,-0.44140418,1.33524420,-0.83747900
2.56042674,383223.21532457,-515.72007558,-274.12855733,-0.28407273,1.38942238,-0.81691927
2.56176029,383199.69797943,-353.21031471,-366.65841958,-0.12379516,1.42898248,-0.78783683
2.56309385,383194.73665505,-187.00482846,-455.36084695,0.03774457,1.45351913,-0.75054053
2.56442740,383208.37913539,-18.85037271,-539.31135492,0.19885118,1.46278527,-0.70542457
2.56576096,383240.47807830,149.48706389,-617.63559174,0.35783588,1.45669435,-0.65296419
2.56709452,383290.69278253,316.24079722,-689.51838525,0.51303399,1.43532079,-0.59371047
2.56842807,383358.49296805,479.66194577,-754.21215341,0.66282230,1.39889885,-0.52828453
2.56976163,383443.16452499,638.03769736,-811.04459361,0.80563581,1.34781977,-0.45737082
2.57109518,383543.81715876,789.70915701,-859.42557664,0.93998389,1.28262735,-0.38171002
2.57242874,383659.39384777,933.08859370,-898.85317676,1.06446555,1.20401194,-0.30209118
2.57376229,383788.68200545,1066.67591295,-928.91878244,1.17778375,1.11280304,-0.21934360
2.57509585,383930.32622966,1189.07418910,-949.31123753,1.27875860,1.00996040,-0.13432819
2.57642940,384082.84250037,1299.00410545,-959.81997742,1.36633931,0.89656395,-0.04792862
2.57776296,384244.63368080,1395.31715741,-960.33712951,1.43961480,0.77380247,0.03895775
2.57909652,384414.00615868,1477.00749279,-950.85856312,1.49782293,0.64296122,0.12542904
2.58043007,384589.18746074,1543.22227057,-931.48387828,1.54035810,0.50540865,0.21058807
2.58176363,384768.34465935,1593.27044146,-902.41533868,1.56677740,0.36258231,0.29355148
2.58309718,384949.60338844,1626.62986137,-863.95575845,1.57680506,0.21597405,0.37345874
2.58443074,385131.06727671,1642.95267271,-816.50536749,1.57033520,0.06711472,0.44948085
2.58576429,385310.83760519,1642.06889729,-760.55768470,1.54743298,-0.08244149,0.52082884
2.58709785,385487.03299296,1623.98820863,-696.69444201,1.50833397,-0.23113300,0.58676178
2.58843141,385657.80891454,1588.89986193,-625.57960724,1.45344181,-0.37740684,0.64659435
2.58976496,385821.37685440,1537.17078358,-547.95256574,1.38332428,-0.51973459,0.69970388
2.59109852,385976.02290555,1469.34183352,-464.62052561,1.29870761,-0.65662806,0.74553676
2.59243207,386120.12562557,1386.12227710,-376.45022202,1.20046925,-0.78665475,0.78361422
2.59376563,386252.17296696,1288.38251441,-284.35900040,1.08962906,-0.90845258,0.81353731
2.59509918,386370.77810982,1177.14513843,-189.30536698,0.96733906,-1.02074413,0.83499113
2.59643274,386474.69403005,1053.57440368,-92.27909933,0.83487181,-1.12234997,0.84774825
2.59776629,386562.82665264,918.96420987,5.70898432,0.69360741,-1.21220111,0.85167123
2.59909985,386634.24644602,774.72471412,103.63749464,0.54501950,-1.28935032,0.84671420
2.60043341,386688.19833515,622.36770655,200.48507365,0.39066009,-1.35298224,0.83292362
2.60176696,386724.10981844,463.49089186,295.24102182,0.23214361,-1.40242225,0.81043792
2.60310052,386741.59720046,299.76123754,386.91584025,0.07113011,-1.43714381,0.77948637
