Time(Days),x_rot(km),y_rot(km),z_rot(km),vx_rot(km/s),vy_rot(km/s),vz_rot(km/s)
-2.17554389,426169.08827876,-204396.50793788,17193.77611582,-0.79964454,0.85239966,-0.09149090
-2.17454364,426100.00320394,-204322.82859433,17185.86905532,-0.79914719,0.85271428,-0.09149715
-2.17354339,426030.96111243,-204249.12206816,17177.96145501,-0.79864980,0.85302873,-0.09150339
-2.17254314,425961.96200796,-204175.38837300,17170.05331478,-0.79815237,0.85334303,-0.09150964
-2.17154289,425893.00589424,-204101.62752247,17162.14463453,-0.79765490,0.85365717,-0.09151589
-2.17054264,425824.09277498,-204027.83953022,17154.23541412,-0.79715738,0.85397116,-0.09152214
-2.16954239,425755.22265387,-203954.02440988,17146.32565346,-0.79665982,0.85428498,-0.09152839
-2.16854214,425686.39553463,-203880.18217508,17138.41535241,-0.79616221,0.85459865,-0.09153465
-2.16754189,425617.61142093,-203806.31283947,17130.50451087,-0.79566457,0.85491216,-0.09154090
-2.16654164,425548.87031646,-203732.41641669,17122.59312872,-0.79516688,0.85522551,-0.09154716
-2.16554139,425480.17222490,-203658.49292037,17114.68120585,-0.79466915,0.85553870,-0.09155342
-2.16454114,425411.51714993,-203584.54236415,17106.76874214,-0.79417137,0.85585174,-0.09155968
-2.16354089,425342.90509519,-203510.56476168,17098.85573747,-0.79367356,0.85616462,-0.09156594
-2.16254064,425274.33606437,-203436.56012660,17090.94219174,-0.79317570,0.85647734,-0.09157220
-2.16154039,425205.81006110,-203362.52847255,17083.02810482,-0.79267780,0.85678990,-0.09157846
-2.16054014,425137.32708904,-203288.46981317,17075.11347660,-0.79217986,0.85710230,-0.09158472
-2.15953988,425068.88715183,-203214.38416212,17067.19830697,-0.79168187,0.85741455,-0.09159099
-2.15853963,425000.49025310,-203140.27153304,17059.28259581,-0.79118384,0.85772664,-0.09159726
-2.15753938,424932.13639649,-203066.13193958,17051.36634301,-0.79068577,0.85803857,-0.09160352
-2.15653913,424863.82558562,-202991.96539538,17043.44954845,-0.79018766,0.85835034,-0.09160979
-2.15553888,424795.55782410,-202917.77191410,17035.53221202,-0.78968951,0.85866196,-0.09161606
-2.15453863,424727.33311556,-202843.55150939,17027.61433361,-0.78919132,0.85897342,-0.09162234
-2.15353838,424659.15146358,-202769.30419490,17019.69591309,-0.78869308,0.85928471,-0.09162861
-2.15253813,424591.01287178,-202695.02998427,17011.77695036,-0.78819480,0.85959586,-0.09163488
-2.15153788,424522.91734375,-202620.72889117,17003.85744530,-0.78769648,0.85990684,-0.09164116
-2.15053763,424454.86488307,-202546.40092925,16995.93739780,-0.78719812,0.86021766,-0.09164744
-2.14953738,424386.85549333,-202472.04611216,16988.01680775,-0.78669972,0.86052833,-0.09165372
-2.14853713,424318.88917810,-202397.66445356,16980.09567502,-0.78620128,0.86083884,-0.09166000
-2.14753688,424250.96594096,-202323.25596712,16972.17399952,-0.78570279,0.86114919,-0.09166628
-2.14653663,424183.08578546,-202248.82066648,16964.25178111,-0.78520427,0.86145938,-0.09167256
-2.14553638,424115.24871516,-202174.35856530,16956.32901969,-0.78470570,0.86176942,-0.09167884
-2.14453613,424047.45473362,-202099.86967726,16948.40571515,-0.78420709,0.86207929,-0.09168513
-2.14353588,423979.70384438,-202025.35401600,16940.48186738,-0.78370844,0.86238901,-0.09169142
-2.14253563,423911.99605098,-201950.81159519,16932.55747625,-0.78320975,0.86269857,-0.09169770
-2.14153538,423844.33135695,-201876.24242850,16924.63254165,-0.78271102,0.86300798,-0.09170399
-2.14053513,423776.70976582,-201801.64652958,16916.70706348,-0.78221225,0.86331722,-0.09171028
-2.13953488,423709.13128112,-201727.02391211,16908.78104162,-0.78171343,0.86362631,-0.09171658
-2.13853463,423641.59590636,-201652.37458975,16900.85447596,-0.78121458,0.86393523,-0.09172287
-2.13753438,423574.10364505,-201577.69857617,16892.92736638,-0.78071569,0.86424400,-0.09172916
-2.13653413,423506.65450069,-201502.99588503,16884.99971277,-0.78021675,0.86455262,-0.09173546
-2.13553388,423439.24847678,-201428.26653001,16877.07151501,-0.77971778,0.86486107,-0.09174176
-2.13453363,423371.88557681,-201353.51052477,16869.14277301,-0.77921876,0.86516936,-0.09174805
-2.13353338,423304.56580427,-201278.72788299,16861.21348663,-0.77871971,0.86547750,-0.09175435
-2.13253313,423237.28916264,-201203.91861834,16853.28365578,-0.77822061,0.86578548,-0.09176065
-2.13153288,423170.05565539,-201129.08274449,16845.35328033,-0.77772148,0.86609330,-0.09176696
-2.13053263,423102.86528598,-201054.22027512,16837.42236018,-0.77722230,0.86640096,-0.09177326
-2.12953238,423035.71805789,-200979.33122390,16829.49089522,-0.77672309,0.86670847,-0.09177957
-2.12853213,422968.61397457,-200904.41560450,16821.55888532,-0.77622383,0.86701581,-0.09178587
-2.12753188,422901.55303946,-200829.47343062,16813.62633038,-0.77572453,0.86732300,-0.09179218
-2.12653163,422834.53525602,-200754.50471591,16805.69323029,-0.77522520,0.86763003,-0.09179849
-2.12553138,422767.56062767,-200679.50947406,16797.75958494,-0.77472582,0.86793690,-0.09180480
-2.12453113,422700.62915785,-200604.48771876,16789.82539420,-0.77422641,0.86824362,-0.09181111
-2.12353088,422633.74084999,-200529.43946368,16781.89065798,-0.77372695,0.86855017,-0.09181742
-2.12253063,422566.89570751,-200454.36472251,16773.95537616,-0.77322746,0.86885657,-0.09182374
-2.12153038,422500.09373381,-200379.26350892,16766.01954862,-0.77272793,0.86916280,-0.09183005
-2.12053013,422433.33493232,-200304.13583660,16758.08317527,-0.77222835,0.86946888,-0.09183637
-2.11952988,422366.61930642,-200228.98171924,16750.14625597,-0.77172874,0.86977480,-0.09184268
-2.11852963,422299.94685952,-200153.80117052,16742.20879063,-0.77122909,0.87008057,-0.09184900
-2.11752938,422233.31759501,-200078.59420413,16734.27077914,-0.77072940,0.87038617,-0.09185532
-2.11652913,422166.73151627,-200003.36083376,16726.33222137,-0.77022967,0.87069162,-0.09186165
-2.11552888,422100.18862667,-199928.10107309,16718.39311723,-0.76972990,0.87099691,-0.09186797
-2.11452863,422033.68892960,-199852.81493582,16710.45346659,-0.76923009,0.87130204,-0.09187429
-2.11352838,421967.23242842,-199777.50243563,16702.51326935,-0.76873024,0.87160701,-0.09188062
-2.11252813,421900.81912648,-199702.16358623,16694.57252540,-0.76823036,0.87191182,-0.09188695
-2.11152788,421834.44902714,-199626.79840129,16686.63123463,-0.76773043,0.87221647,-0.09189327
-2.11052763,421768.12213376,-199551.40689451,16678.68939692,-0.76723047,0.87252097,-0.09189960
-2.10952738,421701.83844967,-199475.98907960,16670.74701216,-0.76673047,0.87282530,-0.09190593
-2.10852713,421635.59797820,-199400.54497024,16662.80408025,-0.76623043,0.87312948,-0.09191226
-2.10752688,421569.40072270,-199325.07458013,16654.86060108,-0.76573035,0.87343350,-0.09191860
-2.10652663,421503.24668648,-199249.57792296,16646.91657453,-0.76523023,0.87373737,-0.09192493
-2.10552638,421437.13587286,-199174.05501245,16638.97200049,-0.76473008,0.87404107,-0.09193127
-2.10452613,421371.06828516,-199098.50586228,16631.02687886,-0.76422988,0.87434461,-0.09193761
-2.10352588,421305.04392668,-199022.93048615,16623.08120952,-0.76372965,0.87464800,-0.09194394
-2.10252563,421239.06280072,-198947.32889778,16615.13499236,-0.76322938,0.87495123,-0.09195028
-2.10152538,421173.12491058,-198871.70111085,16607.18822728,-0.76272907,0.87525429,-0.09195662
-2.10052513,421107.23025954,-198796.04713908,16599.24091416,-0.76222872,0.87555721,-0.09196297
-2.09952488,421041.37885090,-198720.36699616,16591.29305290,-0.76172834,0.87585996,-0.09196931
-2.09852463,420975.57068792,-198644.66069581,16583.34464338,-0.76122792,0.87616255,-0.09197565
-2.09752438,420909.80577388,-198568.92825173,16575.39568549,-0.76072746,0.87646498,-0.09198200
-2.09652413,420844.08411203,-198493.16967762,16567.44617913,-0.76022696,0.87676726,-0.09198835
-2.09552388,420778.40570565,-198417.38498720,16559.49612419,-0.75972642,0.87706938,-0.09199470
-2.09452363,420712.77055799,-198341.57419417,16551.54552055,-0.75922585,0.87737134,-0.09200104
-2.09352338,420647.17867228,-198265.73731224,16543.59436811,-0.75872524,0.87767314,-0.09200740
-2.09252313,420581.63005178,-198189.87435513,16535.64266676,-0.75822459,0.87797478,-0.09201375
-2.09152288,420516.12469972,-198113.98533654,16527.69041639,-0.75772391,0.87827626,-0.09202010
-2.09052263,420450.66261932,-198038.07027020,16519.73761689,-0.75722318,0.87857758,-0.09202646
-2.08952238,420385.24381382,-197962.12916981,16511.78426815,-0.75672242,0.87887875,-0.09203281
-2.08852213,420319.86828642,-197886.16204908,16503.83037006,-0.75622163,0.87917976,-0.09203917
-2.08752188,420254.53604034,-197810.16892175,16495.87592252,-0.75572079,0.87948060,-0.09204553
-2.08652163,420189.24707879,-197734.14980151,16487.92092541,-0.75521992,0.87978129,-0.09205189
-2.08552138,420124.00140497,-197658.10470209,16479.96537863,-0.75471901,0.88008182,-0.09205825
-2.08452113,420058.79902206,-197582.03363721,16472.00928207,-0.75421807,0.88038220,-0.09206461
-2.08352088,419993.63993326,-197505.93662058,16464.05263562,-0.75371708,0.88068241,-0.09207097
-2.08252063,419928.52414175,-197429.81366594,16456.09543918,-0.75321606,0.88098246,-0.09207734
-2.08152038,419863.45165070,-197353.66478699,16448.13769262,-0.75271501,0.88128236,-0.09208370
-2.08052013,419798.42246329,-197277.48999746,16440.17939585,-0.75221392,0.88158209,-0.09209007
-2.07951988,419733.43658268,-197201.28931108,16432.22054877,-0.75171279,0.88188167,-0.09209644
-2.07851963,419668.49401203,-197125.06274157,16424.26115125,-0.75121162,0.88218109,-0.09210281
-2.07751938,419603.59475449,-197048.81030266,16416.30120319,-0.75071042,0.88248035,-0.09210918
-2.07651913,419538.73881320,-196972.53200807,16408.34070449,-0.75020918,0.88277945,-0.09211555
-2.07551888,419473.92619131,-196896.22787153,16400.37965503,-0.74970791,0.88307840,-0.09212193
-2.07451863,419409.15689196,-196819.89790676,16392.41805472,-0.74920660,0.88337718,-0.09212830
-2.07351838,419344.43091826,-196743.54212750,16384.45590344,-0.74870525,0.88367580,-0.09213468
-2.07251813,419279.74827335,-196667.16054748,16376.49320108,-0.74820387,0.88397427,-0.09214105
-2.07151788,419215.10896034,-196590.75318043,16368.52994754,-0.74770245,0.88427258,-0.09214743
-2.07051763,419150.51298234,-196514.32004008,16360.56614271,-0.74720099,0.88457072,-0.09215381
-2.06951738,419085.96034245,-196437.86114016,16352.60178649,-0.74669950,0.88486871,-0.09216019
-2.06851713,419021.45104379,-196361.37649441,16344.63687876,-0.74619797,0.88516654,-0.09216658
-2.06751688,418956.98508943,-196284.86611657,16336.67141942,-0.74569641,0.88546421,-0.09217296
-2.06651663,418892.56248246,-196208.33002036,16328.70540837,-0.74519481,0.88576173,-0.09217934
-2.06551638,418828.18322598,-196131.76821953,16320.73884549,-0.74469318,0.88605908,-0.09218573
-2.06451613,418763.84732305,-196055.18072781,16312.77173068,-0.74419151,0.88635627,-0.09219212
-2.06351588,418699.55477674,-195978.56755894,16304.80406383,-0.74368980,0.88665331,-0.09219851
-2.06251563,418635.30559012,-195901.92872667,16296.83584484,-0.74318806,0.88695019,-0.09220490
-2.06151538,418571.09976624,-195825.26424473,16288.86707361,-0.74268629,0.88724690,-0.09221129
-2.06051513,418506.93730816,-195748.57412687,16280.89775001,-0.74218448,0.88754346,-0.09221768
-2.05951488,418442.81821893,-195671.85838682,16272.92787396,-0.74168263,0.88783986,-0.09222407
-2.05851463,418378.74250158,-195595.11703834,16264.95744534,-0.74118075,0.88813610,-0.09223047
-2.05751438,418314.71015914,-195518.35009516,16256.98646404,-0.74067883,0.88843218,-0.09223686
-2.05651413,418250.72119466,-195441.55757103,16249.01492997,-0.74017688,0.88872811,-0.09224326
-2.05551388,418186.77561114,-195364.73947970,16241.04284301,-0.73967489,0.88902387,-0.09224966
-2.05451363,418122.87341160,-195287.89583492,16233.07020306,-0.73917287,0.88931947,-0.09225606
-2.05351338,418059.01459907,-195211.02665043,16225.09701001,-0.73867082,0.88961492,-0.09226246
-2.05251313,417995.19917653,-195134.13193998,16217.12326376,-0.73816872,0.88991020,-0.09226886
-2.05151288,417931.42714700,-195057.21171733,16209.14896420,-0.73766660,0.89020533,-0.09227526
-2.05051263,417867.69851346,-194980.26599622,16201.17411124,-0.73716444,0.89050030,-0.09228167
-2.04951238,417804.01327890,-194903.29479041,16193.19870475,-0.73666224,0.89079511,-0.09228807
-2.04851213,417740.37144630,-194826.29811365,16185.22274464,-0.73616002,0.89108976,-0.09229448
-2.04751188,417676.77301865,-194749.27597970,16177.24623081,-0.73565775,0.89138425,-0.09230089
-2.04651163,417613.21799890,-194672.22840230,16169.26916314,-0.73515545,0.89167858,-0.09230729
-2.04551138,417549.70639002,-194595.15539522,16161.29154153,-0.73465312,0.89197275,-0.09231370
-2.04451113,417486.23819497,-194518.05697221,16153.31336588,-0.73415076,0.89226676,-0.09232012
-2.04351088,417422.81341671,-194440.93314703,16145.33463609,-0.73364835,0.89256062,-0.09232653
-2.04251063,417359.43205817,-194363.78393344,16137.35535205,-0.73314592,0.89285431,-0.09233294
-2.04151038,417296.09412230,-194286.60934520,16129.37551365,-0.73264345,0.89314785,-0.09233936
-2.04051013,417232.79961204,-194209.40939608,16121.39512079,-0.73214095,0.89344122,-0.09234577
-2.03950988,417169.54853030,-194132.18409982,16113.41417336,-0.73163841,0.89373444,-0.09235219
-2.03850963,417106.34088003,-194054.93347019,16105.43267127,-0.73113584,0.89402749,-0.09235861
-2.03750938,417043.17666412,-193977.65752097,16097.45061441,-0.73063324,0.89432039,-0.09236503
-2.03650913,416980.05588550,-193900.35626590,16089.46800267,-0.73013060,0.89461313,-0.09237145
-2.03550888,416916.97854707,-193823.02971877,16081.48483595,-0.72962793,0.89490571,-0.09237787
-2.03450863,416853.94465172,-193745.67789333,16073.50111415,-0.72912523,0.89519813,-0.09238430
-2.03350838,416790.95420236,-193668.30080335,16065.51683716,-0.72862249,0.89549039,-0.09239072
-2.03250813,416728.00720187,-193590.89846260,16057.53200488,-0.72811972,0.89578249,-0.09239715
-2.03150788,416665.10365312,-193513.47088485,16049.54661720,-0.72761691,0.89607444,-0.09240358
-2.03050763,416602.24355901,-193436.01808386,16041.56067403,-0.72711407,0.89636622,-0.09241000
-2.02950738,416539.42692239,-193358.54007342,16033.57417526,-0.72661120,0.89665784,-0.09241643
-2.02850713,416476.65374614,-193281.03686730,16025.58712078,-0.72610830,0.89694931,-0.09242286
-2.02750688,416413.92403311,-193203.50847925,16017.59951050,-0.72560536,0.89724061,-0.09242930
-2.02650663,416351.23778615,-193125.95492307,16009.61134431,-0.72510239,0.89753176,-0.09243573
-2.02550638,416288.59500811,-193048.37621253,16001.62262210,-0.72459939,0.89782274,-0.09244216
-2.02450613,416225.99570183,-192970.77236139,15993.63334378,-0.72409635,0.89811357,-0.09244860
-2.02350588,416163.43987015,-192893.14338344,15985.64350924,-0.72359328,0.89840424,-0.09245504
-2.02250563,416100.92751589,-192815.48929246,15977.65311838,-0.72309018,0.89869474,-0.09246147
-2.02150538,416038.45864189,-192737.81010222,15969.66217110,-0.72258705,0.89898509,-0.09246791
-2.02050513,415976.03325096,-192660.10582650,15961.67066730,-0.72208388,0.89927528,-0.09247435
-2.01950488,415913.65134590,-192582.37647909,15953.67860686,-0.72158068,0.89956531,-0.09248079
-2.01850463,415851.31292953,-192504.62207376,15945.68598970,-0.72107745,0.89985518,-0.09248724
-2.01750438,415789.01800465,-192426.84262431,15937.69281570,-0.72057419,0.90014489,-0.09249368
-2.01650413,415726.76657404,-192349.03814450,15929.69908477,-0.72007089,0.90043444,-0.09250013
-2.01550388,415664.55864051,-192271.20864813,15921.70479681,-0.71956756,0.90072383,-0.09250657
-2.01450363,415602.39420683,-192193.35414898,15913.70995171,-0.71906420,0.90101307,-0.09251302
-2.01350338,415540.27327578,-192115.47466084,15905.71454936,-0.71856081,0.90130214,-0.09251947
-2.01250313,415478.19585013,-192037.57019749,15897.71858968,-0.71805738,0.90159105,-0.09252592
-2.01150288,415416.16193265,-191959.64077273,15889.72207256,-0.71755393,0.90187980,-0.09253237
-2.01050263,415354.17152610,-191881.68640034,15881.72499789,-0.71705044,0.90216840,-0.09253882
-2.00950238,415292.22463322,-191803.70709410,15873.72736558,-0.71654692,0.90245683,-0.09254527
-2.00850213,415230.32125678,-191725.70286783,15865.72917553,-0.71604336,0.90274511,-0.09255173
-2.00750188,415168.46139950,-191647.67373529,15857.73042762,-0.71553978,0.90303322,-0.09255818
-2.00650163,415106.64506413,-191569.61971030,15849.73112177,-0.71503616,0.90332118,-0.09256464
-2.00550138,415044.87225340,-191491.54080663,15841.73125787,-0.71453252,0.90360897,-0.09257110
-2.00450113,414983.14297003,-191413.43703809,15833.73083583,-0.71402884,0.90389661,-0.09257756
-2.00350088,414921.45721675,-191335.30841847,15825.72985553,-0.71352513,0.90418409,-0.09258402
-2.00250063,414859.81499626,-191257.15496157,15817.72831688,-0.71302139,0.90447140,-0.09259048
-2.00150038,414798.21631127,-191178.97668118,15809.72621978,-0.71251761,0.90475856,-0.09259694
-2.00050013,414736.66116449,-191100.77359111,15801.72356413,-0.71201381,0.90504556,-0.09260340
-1.99949987,414675.14955861,-191022.54570515,15793.72034983,-0.71150997,0.90533239,-0.09260987
-1.99849962,414613.68149632,-190944.29303710,15785.71657678,-0.71100611,0.90561907,-0.09261634
-1.99749937,414552.25698031,-190866.01560077,15777.71224487,-0.71050221,0.90590559,-0.09262280
-1.99649912,414490.87601325,-190787.71340995,15769.70735402,-0.70999828,0.90619195,-0.09262927
-1.99549887,414429.53859782,-190709.38647846,15761.70190411,-0.70949432,0.90647815,-0.09263574
-1.99449862,414368.24473668,-190631.03482008,15753.69589505,-0.70899033,0.90676419,-0.09264221
-1.99349837,414306.99443250,-190552.65844863,15745.68932675,-0.70848631,0.90705007,-0.09264868
-1.99249812,414245.78768793,-190474.25737792,15737.68219909,-0.70798226,0.90733579,-0.09265516
-1.99149787,414184.62450562,-190395.83162175,15729.67451198,-0.70747818,0.90762135,-0.09266163
-1.99049762,414123.50488822,-190317.38119393,15721.66626533,-0.70697407,0.90790675,-0.09266811
-1.98949737,414062.42883836,-190238.90610826,15713.65745902,-0.70646992,0.90819199,-0.09267458
-1.98849712,414001.39635868,-190160.40637856,15705.64809297,-0.70596575,0.90847707,-0.09268106
-1.98749687,413940.40745180,-190081.88201864,15697.63816708,-0.70546155,0.90876199,-0.09268754
-1.98649662,413879.46212034,-190003.33304230,15689.62768124,-0.70495731,0.90904675,-0.09269402
-1.98549637,413818.56036693,-189924.75946337,15681.61663535,-0.70445305,0.90933135,-0.09270050
-1.98449612,413757.70219416,-189846.16129565,15673.60502933,-0.70394875,0.90961579,-0.09270698
-1.98349587,413696.88760465,-189767.53855296,15665.59286306,-0.70344443,0.90990007,-0.09271346
-1.98249562,413636.11660099,-189688.89124911,15657.58013645,-0.70294007,0.91018420,-0.09271995
-1.98149537,413575.38918577,-189610.21939792,15649.56684941,-0.70243569,0.91046816,-0.09272643
-1.98049512,413514.70536159,-189531.52301321,15641.55300183,-0.70193127,0.91075196,-0.09273292
-1.97949487,413454.06513101,-189452.80210879,15633.53859362,-0.70142683,0.91103560,-0.09273941
-1.97849462,413393.46849662,-189374.05669848,15625.52362467,-0.70092235,0.91131908,-0.09274590
-1.97749437,413332.91546099,-189295.28679610,15617.50809489,-0.70041785,0.91160241,-0.09275239
-1.97649412,413272.40602668,-189216.49241548,15609.49200419,-0.69991332,0.91188557,-0.09275888
-1.97549387,413211.94019624,-189137.67357044,15601.47535246,-0.69940875,0.91216857,-0.09276537
-1.97449362,413151.51797224,-189058.83027478,15593.45813961,-0.69890416,0.91245141,-0.09277186
-1.97349337,413091.13935721,-188979.96254236,15585.44036554,-0.69839954,0.91273410,-0.09277836
-1.97249312,413030.80435370,-188901.07038697,15577.42203015,-0.69789489,0.91301662,-0.09278485
-1.97149287,412970.51296424,-188822.15382245,15569.40313334,-0.69739021,0.91329898,-0.09279135
-1.97049262,412910.26519136,-188743.21286264,15561.38367502,-0.69688550,0.91358118,-0.09279785
-1.96949237,412850.06103758,-188664.24752134,15553.36365510,-0.69638076,0.91386323,-0.09280435
-1.96849212,412789.90050543,-188585.25781239,15545.34307346,-0.69587599,0.91414511,-0.09281085
-1.96749187,412729.78359742,-188506.24374963,15537.32193002,-0.69537119,0.91442683,-0.09281735
-1.96649162,412669.71031605,-188427.20534687,15529.30022469,-0.69486637,0.91470839,-0.09282385
-1.96549137,412609.68066382,-188348.14261796,15521.27795735,-0.69436151,0.91498980,-0.09283036
-1.96449112,412549.69464323,-188269.05557671,15513.25512792,-0.69385663,0.91527104,-0.09283686
-1.96349087,412489.75225676,-188189.94423698,15505.23173631,-0.69335171,0.91555212,-0.09284337
-1.96249062,412429.85350691,-188110.80861258,15497.20778240,-0.69284677,0.91583304,-0.09284987
-1.96149037,412369.99839615,-188031.64871735,15489.18326612,-0.69234180,0.91611380,-0.09285638
-1.96049012,412310.18692694,-187952.46456513,15481.15818735,-0.69183680,0.91639441,-0.09286289
-1.95948987,412250.41910177,-187873.25616975,15473.13254601,-0.69133178,0.91667485,-0.09286940
-1.95848962,412190.69492308,-187794.02354506,15465.10634200,-0.69082672,0.91695513,-0.09287591
-1.95748937,412131.01439334,-187714.76670488,15457.07957523,-0.69032164,0.91723525,-0.09288242
-1.95648912,412071.37751500,-187635.48566307,15449.05224559,-0.68981653,0.91751521,-0.09288894
-1.95548887,412011.78429049,-187556.18043345,15441.02435300,-0.68931138,0.91779501,-0.09289545
-1.95448862,411952.23472226,-187476.85102987,15432.99589735,-0.68880622,0.91807466,-0.09290197
-1.95348837,411892.72881273,-187397.49746617,15424.96687856,-0.68830102,0.91835414,-0.09290848
-1.95248812,411833.26656435,-187318.11975619,15416.93729652,-0.68779579,0.91863346,-0.09291500
-1.95148787,411773.84797952,-187238.71791378,15408.90715114,-0.68729054,0.91891262,-0.09292152
-1.95048762,411714.47306066,-187159.29195278,15400.87644233,-0.68678526,0.91919162,-0.09292804
-1.94948737,411655.14181018,-187079.84188703,15392.84516999,-0.68627995,0.91947046,-0.09293456
-1.94848712,411595.85423049,-187000.36773039,15384.81333403,-0.68577462,0.91974914,-0.09294108
-1.94748687,411536.61032399,-186920.86949670,15376.78093435,-0.68526925,0.92002766,-0.09294761
-1.94648662,411477.41009306,-186841.34719981,15368.74797085,-0.68476386,0.92030602,-0.09295413
-1.94548637,411418.25354010,-186761.80085356,15360.71444345,-0.68425844,0.92058422,-0.09296066
-1.94448612,411359.14066749,-186682.23047181,15352.68035205,-0.68375299,0.92086226,-0.09296719
-1.94348587,411300.07147760,-186602.63606841,15344.64569655,-0.68324752,0.92114013,-0.09297371
-1.94248562,411241.04597280,-186523.01765720,15336.61047687,-0.68274202,0.92141785,-0.09298024
-1.94148537,411182.06415546,-186443.37525205,15328.57469290,-0.68223649,0.92169541,-0.09298677
-1.94048512,411123.12602794,-186363.70886680,15320.53834455,-0.68173093,0.92197281,-0.09299330
-1.93948487,411064.23159259,-186284.01851531,15312.50143173,-0.68122535,0.92225005,-0.09299984
-1.93848462,411005.38085176,-186204.30421143,15304.46395434,-0.68071974,0.92252712,-0.09300637
-1.93748437,410946.57380779,-186124.56596903,15296.42591230,-0.68021410,0.92280404,-0.09301290
-1.93648412,410887.81046301,-186044.80380195,15288.38730550,-0.67970843,0.92308080,-0.09301944
-1.93548387,410829.09081976,-185965.01772406,15280.34813386,-0.67920274,0.92335739,-0.09302597
-1.93448362,410770.41488036,-185885.20774921,15272.30839728,-0.67869702,0.92363383,-0.09303251
-1.93348337,410711.78264714,-185805.37389127,15264.26809566,-0.67819128,0.92391010,-0.09303905
-1.93248312,410653.19412240,-185725.51616409,15256.22722892,-0.67768551,0.92418622,-0.09304559
-1.93148287,410594.64930845,-185645.63458154,15248.18579697,-0.67717971,0.92446217,-0.09305213
-1.93048262,410536.14820761,-185565.72915748,15240.14379970,-0.67667388,0.92473797,-0.09305867
-1.92948237,410477.69082215,-185485.79990577,15232.10123703,-0.67616803,0.92501360,-0.09306522
-1.92848212,410419.27715438,-185405.84684028,15224.05810886,-0.67566215,0.92528908,-0.09307176
-1.92748187,410360.90720659,-185325.86997487,15216.01441511,-0.67515625,0.92556439,-0.09307830
-1.92648162,410302.58098104,-185245.86932341,15207.97015567,-0.67465032,0.92583954,-0.09308485
-1.92548137,410244.29848003,-185165.84489976,15199.92533046,-0.67414436,0.92611453,-0.09309140
-1.92448112,410186.05970580,-185085.79671780,15191.87993938,-0.67363837,0.92638936,-0.09309795
-1.92348087,410127.86466064,-185005.72479138,15183.83398235,-0.67313236,0.92666404,-0.09310450
-1.92248062,410069.71334680,-184925.62913439,15175.78745927,-0.67262633,0.92693855,-0.09311105
-1.92148037,410011.60576653,-184845.50976069,15167.74037005,-0.67212027,0.92721290,-0.09311760
-1.92048012,409953.54192207,-184765.36668415,15159.69271459,-0.67161418,0.92748709,-0.09312415
-1.91947987,409895.52181567,-184685.19991864,15151.64449281,-0.67110806,0.92776112,-0.09313070
-1.91847962,409837.54544956,-184605.00947804,15143.59570462,-0.67060193,0.92803498,-0.09313726
-1.91747937,409779.61282598,-184524.79537623,15135.54634991,-0.67009576,0.92830869,-0.09314381
-1.91647912,409721.72394715,-184444.55762707,15127.49642861,-0.66958957,0.92858224,-0.09315037
-1.91547887,409663.87881528,-184364.29624445,15119.44594062,-0.66908335,0.92885563,-0.09315693
-1.91447862,409606.07743260,-184284.01124223,15111.39488585,-0.66857711,0.92912885,-0.09316349
-1.91347837,409548.31980130,-184203.70263430,15103.34326421,-0.66807084,0.92940192,-0.09317005
-1.91247812,409490.60592359,-184123.37043454,15095.29107561,-0.66756455,0.92967482,-0.09317661
-1.91147787,409432.93580167,-184043.01465682,15087.23831995,-0.66705823,0.92994757,-0.09318317
-1.91047762,409375.30943772,-183962.63531503,15079.18499715,-0.66655188,0.93022015,-0.09318973
-1.90947737,409317.72683394,-183882.23242304,15071.13110712,-0.66604552,0.93049257,-0.09319630
-1.90847712,409260.18799251,-183801.80599474,15063.07664976,-0.66553912,0.93076484,-0.09320286
-1.90747687,409202.69291559,-183721.35604401,15055.02162499,-0.66503270,0.93103694,-0.09320943
-1.90647662,409145.24160535,-183640.88258474,15046.96603271,-0.66452626,0.93130888,-0.09321600
-1.90547637,409087.83406397,-183560.38563080,15038.90987284,-0.66401979,0.93158066,-0.09322256
-1.90447612,409030.47029359,-183479.86519609,15030.85314529,-0.66351329,0.93185228,-0.09322913
-1.90347587,408973.15029637,-183399.32129450,15022.79584996,-0.66300677,0.93212374,-0.09323570
-1.90247562,408915.87407446,-183318.75393990,15014.73798677,-0.66250023,0.93239504,-0.09324228
-1.90147537,408858.64163000,-183238.16314619,15006.67955562,-0.66199366,0.93266618,-0.09324885
-1.90047512,408801.45296512,-183157.54892725,14998.62055644,-0.66148707,0.93293715,-0.09325542
-1.89947487,408744.30808195,-183076.91129698,14990.56098912,-0.66098045,0.93320797,-0.09326200
-1.89847462,408687.20698262,-182996.25026927,14982.50085358,-0.66047380,0.93347863,-0.09326857
-1.89747437,408630.14966924,-182915.56585800,14974.44014973,-0.65996714,0.93374912,-0.09327515
-1.89647412,408573.13614393,-182834.85807708,14966.37887749,-0.65946044,0.93401945,-0.09328173
-1.89547387,408516.16640881,-182754.12694039,14958.31703675,-0.65895373,0.93428963,-0.09328830
-1.89447362,408459.24046596,-182673.37246183,14950.25462744,-0.65844699,0.93455964,-0.09329488
-1.89347337,408402.35831749,-182592.59465529,14942.19164946,-0.65794022,0.93482949,-0.09330146
-1.89247312,408345.51996549,-182511.79353468,14934.12810274,-0.65743343,0.93509918,-0.09330805
