Time(Days),x_rot(km),y_rot(km),z_rot(km),vx_rot(km/s),vy_rot(km/s),vz_rot(km/s)
-0.58884814,137310.21217467,48978.43769553,0.00000000,1.77801378,0.70450207,0.00000000
-0.58959827,137425.42148546,49024.06613067,0.00000000,1.77723674,0.70354838,0.00000000
-0.59034839,137540.58048545,49069.63278413,0.00000000,1.77646123,0.70259555,0.00000000
-0.59109852,137655.68927323,49115.13771118,0.00000000,1.77568724,0.70164357,0.00000000
-0.59184864,137770.74794701,49160.58096700,0.00000000,1.77491476,0.70069243,0.00000000
-0.59259877,137885.75660467,49205.96260662,0.00000000,1.77414379,0.69974215,0.00000000
-0.59334889,138000.71534378,49251.28268495,0.00000000,1.77337432,0.69879271,0.00000000
-0.59409902,138115.62426155,49296.54125678,0.00000000,1.77260635,0.69784411,0.00000000
-0.59484914,138230.48345487,49341.73837679,0.00000000,1.77183987,0.69689636,0.00000000
-0.59559927,138345.29302028,49386.87409954,0.00000000,1.77107488,0.69594945,0.00000000
-0.59634939,138460.05305401,49431.94847945,0.00000000,1.77031137,0.69500338,0.00000000
-0.59709952,138574.76365196,49476.96157084,0.00000000,1.76954934,0.69405815,0.00000000
-0.59784964,138689.42490968,49521.91342790,0.00000000,1.76878878,0.69311375,0.00000000
-0.59859977,138804.03692243,49566.80410471,0.00000000,1.76802968,0.69217018,0.00000000
-0.59934989,138918.59978511,49611.63365522,0.00000000,1.76727205,0.69122745,0.00000000
-0.60010002,139033.11359231,49656.40213328,0.00000000,1.76651588,0.69028554,0.00000000
-0.60085014,139147.57843832,49701.10959260,0.00000000,1.76576116,0.68934447,0.00000000
-0.60160027,139261.99441707,49745.75608679,0.00000000,1.76500788,0.68840422,0.00000000
-0.60235039,139376.36162220,49790.34166935,0.00000000,1.76425605,0.68746479,0.00000000
-0.60310052,139490.68014703,49834.86639362,0.00000000,1.76350565,0.68652619,0.00000000
-0.60385064,139604.95008456,49879.33031289,0.00000000,1.76275669,0.68558841,0.00000000
-0.60460077,139719.17152746,49923.73348027,0.00000000,1.76200915,0.68465144,0.00000000
-0.60535089,139833.34456810,49968.07594880,0.00000000,1.76126304,0.68371530,0.00000000
-0.60610102,139947.46929856,50012.35777139,0.00000000,1.76051834,0.68277997,0.00000000
-0.60685114,140061.54581057,50056.57900082,0.00000000,1.75977506,0.68184545,0.00000000
-0.60760127,140175.57419557,50100.73968979,0.00000000,1.75903319,0.68091174,0.00000000
-0.60835139,140289.55454470,50144.83989085,0.00000000,1.75829272,0.67997885,0.00000000
-0.60910152,140403.48694878,50188.87965645,0.00000000,1.75755365,0.67904676,0.00000000
-0.60985164,140517.37149833,50232.85903895,0.00000000,1.75681597,0.67811548,0.00000000
-0.61060177,140631.20828356,50276.77809055,0.00000000,1.75607969,0.67718501,0.00000000
-0.61135189,140744.99739439,50320.63686339,0.00000000,1.75534479,0.67625534,0.00000000
-0.61210202,140858.73892044,50364.43540946,0.00000000,1.75461127,0.67532647,0.00000000
-0.61285214,140972.43295101,50408.17378064,0.00000000,1.75387912,0.67439840,0.00000000
-0.61360227,141086.07957512,50451.85202873,0.00000000,1.75314835,0.67347112,0.00000000
-0.61435239,141199.67888148,50495.47020539,0.00000000,1.75241894,0.67254465,0.00000000
-0.61510252,141313.23095853,50539.02836217,0.00000000,1.75169089,0.67161897,0.00000000
-0.61585264,141426.73589437,50582.52655053,0.00000000,1.75096420,0.67069408,0.00000000
-0.61660277,141540.19377685,50625.96482180,0.00000000,1.75023887,0.66976998,0.00000000
-0.61735289,141653.60469351,50669.34322721,0.00000000,1.74951488,0.66884668,0.00000000
-0.61810302,141766.96873159,50712.66181788,0.00000000,1.74879224,0.66792416,0.00000000
-0.61885314,141880.28597806,50755.92064481,0.00000000,1.74807094,0.66700242,0.00000000
-0.61960327,141993.55651959,50799.11975892,0.00000000,1.74735097,0.66608147,0.00000000
-0.62035339,142106.78044257,50842.25921099,0.00000000,1.74663233,0.66516131,0.00000000
-0.62110352,142219.95783309,50885.33905171,0.00000000,1.74591502,0.66424192,0.00000000
-0.62185364,142333.08877696,50928.35933166,0.00000000,1.74519903,0.66332332,0.00000000
-0.62260377,142446.17335973,50971.32010130,0.00000000,1.74448436,0.66240549,0.00000000
-0.62335389,142559.21166663,51014.22141101,0.00000000,1.74377100,0.66148844,0.00000000
-0.62410402,142672.20378264,51057.06331103,0.00000000,1.74305895,0.66057217,0.00000000
-0.62485414,142785.14979244,51099.84585153,0.00000000,1.74234821,0.65965666,0.00000000
-0.62560427,142898.04978044,51142.56908255,0.00000000,1.74163876,0.65874193,0.00000000
-0.62635439,143010.90383078,51185.23305402,0.00000000,1.74093061,0.65782797,0.00000000
-0.62710452,143123.71202731,51227.83781579,0.00000000,1.74022376,0.65691478,0.00000000
-0.62785464,143236.47445361,51270.38341758,0.00000000,1.73951819,0.65600235,0.00000000
-0.62860477,143349.19119299,51312.86990902,0.00000000,1.73881390,0.65509069,0.00000000
-0.62935489,143461.86232849,51355.29733964,0.00000000,1.73811089,0.65417979,0.00000000
-0.63010502,143574.48794285,51397.66575884,0.00000000,1.73740916,0.65326965,0.00000000
-0.63085514,143687.06811859,51439.97521595,0.00000000,1.73670870,0.65236027,0.00000000
-0.63160527,143799.60293791,51482.22576018,0.00000000,1.73600951,0.65145165,0.00000000
-0.63235539,143912.09248278,51524.41744063,0.00000000,1.73531157,0.65054379,0.00000000
-0.63310552,144024.53683488,51566.55030632,0.00000000,1.73461490,0.64963668,0.00000000
-0.63385564,144136.93607563,51608.62440614,0.00000000,1.73391948,0.64873033,0.00000000
-0.63460577,144249.29028620,51650.63978890,0.00000000,1.73322531,0.64782473,0.00000000
-0.63535589,144361.59954747,51692.59650331,0.00000000,1.73253238,0.64691988,0.00000000
-0.63610602,144473.86394007,51734.49459795,0.00000000,1.73184070,0.64601578,0.00000000
-0.63685614,144586.08354437,51776.33412133,0.00000000,1.73115026,0.64511243,0.00000000
-0.63760627,144698.25844049,51818.11512185,0.00000000,1.73046105,0.64420982,0.00000000
-0.63835639,144810.38870827,51859.83764781,0.00000000,1.72977307,0.64330796,0.00000000
-0.63910652,144922.47442730,51901.50174740,0.00000000,1.72908632,0.64240684,0.00000000
-0.63985664,145034.51567692,51943.10746872,0.00000000,1.72840079,0.64150646,0.00000000
-0.64060677,145146.51253621,51984.65485977,0.00000000,1.72771647,0.64060682,0.00000000
-0.64135689,145258.46508398,52026.14396845,0.00000000,1.72703337,0.63970792,0.00000000
-0.64210702,145370.37339881,52067.57484257,0.00000000,1.72635149,0.63880976,0.00000000
-0.64285714,145482.23755902,52108.94752982,0.00000000,1.72567080,0.63791233,0.00000000
-0.64360727,145594.05764266,52150.26207782,0.00000000,1.72499132,0.63701563,0.00000000
-0.64435739,145705.83372756,52191.51853406,0.00000000,1.72431304,0.63611967,0.00000000
-0.64510752,145817.56589127,52232.71694596,0.00000000,1.72363596,0.63522444,0.00000000
-0.64585764,145929.25421111,52273.85736083,0.00000000,1.72296006,0.63432994,0.00000000
-0.64660777,146040.89876415,52314.93982588,0.00000000,1.72228535,0.63343616,0.00000000
-0.64735789,146152.49962720,52355.96438824,0.00000000,1.72161183,0.63254312,0.00000000
-0.64810802,146264.05687686,52396.93109493,0.00000000,1.72093949,0.63165079,0.00000000
-0.64885814,146375.57058943,52437.83999288,0.00000000,1.72026832,0.63075919,0.00000000
-0.64960827,146487.04084102,52478.69112890,0.00000000,1.71959832,0.62986831,0.00000000
-0.65035839,146598.46770746,52519.48454975,0.00000000,1.71892949,0.62897816,0.00000000
-0.65110852,146709.85126435,52560.22030207,0.00000000,1.71826183,0.62808872,0.00000000
-0.65185864,146821.19158707,52600.89843239,0.00000000,1.71759533,0.62720000,0.00000000
-0.65260877,146932.48875073,52641.51898716,0.00000000,1.71692998,0.62631199,0.00000000
-0.65335889,147043.74283021,52682.08201276,0.00000000,1.71626579,0.62542470,0.00000000
-0.65410902,147154.95390016,52722.58755543,0.00000000,1.71560275,0.62453812,0.00000000
-0.65485914,147266.12203500,52763.03566136,0.00000000,1.71494085,0.62365226,0.00000000
-0.65560927,147377.24730889,52803.42637660,0.00000000,1.71428010,0.62276710,0.00000000
-0.65635939,147488.32979576,52843.75974716,0.00000000,1.71362048,0.62188265,0.00000000
-0.65710952,147599.36956934,52884.03581891,0.00000000,1.71296200,0.62099891,0.00000000
-0.65785964,147710.36670308,52924.25463766,0.00000000,1.71230466,0.62011588,0.00000000
-0.65860977,147821.32127022,52964.41624911,0.00000000,1.71164844,0.61923355,0.00000000
-0.65935989,147932.23334377,53004.52069887,0.00000000,1.71099334,0.61835192,0.00000000
-0.66011002,148043.10299652,53044.56803246,0.00000000,1.71033937,0.61747100,0.00000000
-0.66086014,148153.93030101,53084.55829532,0.00000000,1.70968652,0.61659077,0.00000000
-0.66161027,148264.71532955,53124.49153279,0.00000000,1.70903478,0.61571125,0.00000000
-0.66236039,148375.45815425,53164.36779011,0.00000000,1.70838415,0.61483242,0.00000000
-0.66311052,148486.15884698,53204.18711243,0.00000000,1.70773462,0.61395429,0.00000000
-0.66386064,148596.81747936,53243.94954484,0.00000000,1.70708620,0.61307685,0.00000000
-0.66461077,148707.43412283,53283.65513230,0.00000000,1.70643888,0.61220011,0.00000000
-0.66536089,148818.00884857,53323.30391971,0.00000000,1.70579266,0.61132405,0.00000000
-0.66611102,148928.54172755,53362.89595186,0.00000000,1.70514753,0.61044869,0.00000000
-0.66686114,149039.03283053,53402.43127346,0.00000000,1.70450349,0.60957402,0.00000000
-0.66761127,149149.48222802,53441.90992913,0.00000000,1.70386054,0.60870004,0.00000000
-0.66836139,149259.88999035,53481.33196340,0.00000000,1.70321867,0.60782674,0.00000000
-0.66911152,149370.25618759,53520.69742072,0.00000000,1.70257788,0.60695412,0.00000000
-0.66986164,149480.58088961,53560.00634544,0.00000000,1.70193817,0.60608219,0.00000000
-0.67061177,149590.86416608,53599.25878182,0.00000000,1.70129953,0.60521095,0.00000000
-0.67136189,149701.10608642,53638.45477406,0.00000000,1.70066195,0.60434038,0.00000000
-0.67211202,149811.30671985,53677.59436623,0.00000000,1.70002545,0.60347050,0.00000000
-0.67286214,149921.46613538,53716.67760235,0.00000000,1.69939001,0.60260129,0.00000000
-0.67361227,150031.58440180,53755.70452633,0.00000000,1.69875563,0.60173276,0.00000000
-0.67436239,150141.66158769,53794.67518201,0.00000000,1.69812230,0.60086490,0.00000000
-0.67511252,150251.69776141,53833.58961313,0.00000000,1.69749003,0.59999772,0.00000000
-0.67586264,150361.69299111,53872.44786334,0.00000000,1.69685881,0.59913121,0.00000000
-0.67661277,150471.64734475,53911.24997623,0.00000000,1.69622863,0.59826537,0.00000000
-0.67736289,150581.56089005,53949.99599528,0.00000000,1.69559950,0.59740021,0.00000000
-0.67811302,150691.43369453,53988.68596389,0.00000000,1.69497141,0.59653571,0.00000000
-0.67886314,150801.26582552,54027.31992539,0.00000000,1.69434435,0.59567188,0.00000000
-0.67961327,150911.05735012,54065.89792300,0.00000000,1.69371833,0.59480872,0.00000000
-0.68036339,151020.80833523,54104.41999987,0.00000000,1.69309334,0.59394622,0.00000000
-0.68111352,151130.51884754,54142.88619907,0.00000000,1.69246938,0.59308438,0.00000000
-0.68186364,151240.18895356,54181.29656357,0.00000000,1.69184644,0.59222321,0.00000000
-0.68261377,151349.81871956,54219.65113628,0.00000000,1.69122453,0.59136270,0.00000000
-0.68336389,151459.40821164,54257.94996001,0.00000000,1.69060363,0.59050285,0.00000000
-0.68411402,151568.95749566,54296.19307748,0.00000000,1.68998374,0.58964366,0.00000000
-0.68486414,151678.46663731,54334.38053134,0.00000000,1.68936487,0.58878513,0.00000000
-0.68561427,151787.93570207,54372.51236416,0.00000000,1.68874701,0.58792725,0.00000000
-0.68636439,151897.36475521,54410.58861842,0.00000000,1.68813015,0.58707002,0.00000000
-0.68711452,152006.75386182,54448.60933651,0.00000000,1.68751429,0.58621345,0.00000000
-0.68786464,152116.10308677,54486.57456076,0.00000000,1.68689944,0.58535754,0.00000000
-0.68861477,152225.41249475,54524.48433339,0.00000000,1.68628558,0.58450227,0.00000000
-0.68936489,152334.68215024,54562.33869657,0.00000000,1.68567271,0.58364765,0.00000000
-0.69011502,152443.91211752,54600.13769235,0.00000000,1.68506084,0.58279368,0.00000000
-0.69086514,152553.10246069,54637.88136275,0.00000000,1.68444995,0.58194036,0.00000000
-0.69161527,152662.25324366,54675.56974966,0.00000000,1.68384005,0.58108769,0.00000000
-0.69236539,152771.36453011,54713.20289491,0.00000000,1.68323113,0.58023566,0.00000000
-0.69311552,152880.43638357,54750.78084026,0.00000000,1.68262318,0.57938427,0.00000000
-0.69386564,152989.46886735,54788.30362737,0.00000000,1.68201621,0.57853353,0.00000000
-0.69461577,153098.46204457,54825.77129783,0.00000000,1.68141022,0.57768342,0.00000000
-0.69536589,153207.41597818,54863.18389316,0.00000000,1.68080519,0.57683396,0.00000000
-0.69611602,153316.33073091,54900.54145477,0.00000000,1.68020113,0.57598513,0.00000000
-0.69686614,153425.20636532,54937.84402403,0.00000000,1.67959804,0.57513695,0.00000000
-0.69761627,153534.04294378,54975.09164221,0.00000000,1.67899590,0.57428940,0.00000000
-0.69836639,153642.84052846,55012.28435049,0.00000000,1.67839473,0.57344248,0.00000000
-0.69911652,153751.59918136,55049.42218999,0.00000000,1.67779451,0.57259620,0.00000000
-0.69986664,153860.31896428,55086.50520175,0.00000000,1.67719524,0.57175055,0.00000000
-0.70061677,153968.99993883,55123.53342673,0.00000000,1.67659692,0.57090553,0.00000000
-0.70136689,154077.64216644,55160.50690580,0.00000000,1.67599954,0.57006114,0.00000000
-0.70211702,154186.24570838,55197.42567977,0.00000000,1.67540311,0.56921738,0.00000000
-0.70286714,154294.81062569,55234.28978937,0.00000000,1.67480762,0.56837425,0.00000000
-0.70361727,154403.33697926,55271.09927524,0.00000000,1.67421307,0.56753174,0.00000000
-0.70436739,154511.82482979,55307.85417796,0.00000000,1.67361945,0.56668986,0.00000000
-0.70511752,154620.27423778,55344.55453802,0.00000000,1.67302677,0.56584861,0.00000000
-0.70586764,154728.68526359,55381.20039583,0.00000000,1.67243502,0.56500798,0.00000000
-0.70661777,154837.05796736,55417.79179175,0.00000000,1.67184419,0.56416797,0.00000000
-0.70736789,154945.39240906,55454.32876602,0.00000000,1.67125428,0.56332858,0.00000000
-0.70811802,155053.68864850,55490.81135886,0.00000000,1.67066530,0.56248981,0.00000000
-0.70886814,155161.94674529,55527.23961036,0.00000000,1.67007724,0.56165165,0.00000000
-0.70961827,155270.16675886,55563.61356057,0.00000000,1.66949009,0.56081412,0.00000000
-0.71036839,155378.34874848,55599.93324945,0.00000000,1.66890385,0.55997720,0.00000000
-0.71111852,155486.49277324,55636.19871690,0.00000000,1.66831853,0.55914090,0.00000000
-0.71186864,155594.59889205,55672.41000271,0.00000000,1.66773411,0.55830521,0.00000000
-0.71261877,155702.66716364,55708.56714665,0.00000000,1.66715060,0.55747013,0.00000000
-0.71336889,155810.69764657,55744.67018836,0.00000000,1.66656799,0.55663566,0.00000000
-0.71411902,155918.69039922,55780.71916744,0.00000000,1.66598628,0.55580181,0.00000000
-0.71486914,156026.64547982,55816.71412341,0.00000000,1.66540546,0.55496856,0.00000000
-0.71561927,156134.56294641,55852.65509571,0.00000000,1.66482554,0.55413592,0.00000000
-0.71636939,156242.44285684,55888.54212371,0.00000000,1.66424652,0.55330389,0.00000000
-0.71711952,156350.28526883,55924.37524671,0.00000000,1.66366838,0.55247246,0.00000000
-0.71786964,156458.09023989,55960.15450393,0.00000000,1.66309112,0.55164164,0.00000000
-0.71861977,156565.85782739,55995.87993452,0.00000000,1.66251476,0.55081143,0.00000000
-0.71936989,156673.58808852,56031.55157756,0.00000000,1.66193927,0.54998181,0.00000000
-0.72012002,156781.28108028,56067.16947206,0.00000000,1.66136466,0.54915280,0.00000000
-0.72087015,156888.93685954,56102.73365694,0.00000000,1.66079092,0.54832438,0.00000000
-0.72162027,156996.55548299,56138.24417108,0.00000000,1.66021806,0.54749657,0.00000000
-0.72237040,157104.13700713,56173.70105326,0.00000000,1.65964607,0.54666935,0.00000000
-0.72312052,157211.68148833,56209.10434220,0.00000000,1.65907495,0.54584273,0.00000000
-0.72387065,157319.18898276,56244.45407654,0.00000000,1.65850470,0.54501671,0.00000000
-0.72462077,157426.65954646,56279.75029487,0.00000000,1.65793531,0.54419128,0.00000000
-0.72537090,157534.09323526,56314.99303568,0.00000000,1.65736677,0.54336644,0.00000000
-0.72612102,157641.49010487,56350.18233741,0.00000000,1.65679910,0.54254220,0.00000000
-0.72687115,157748.85021082,56385.31823842,0.00000000,1.65623228,0.54171855,0.00000000
-0.72762127,157856.17360846,56420.40077700,0.00000000,1.65566632,0.54089548,0.00000000
-0.72837140,157963.46035301,56455.42999138,0.00000000,1.65510120,0.54007301,0.00000000
-0.72912152,158070.71049951,56490.40591971,0.00000000,1.65453693,0.53925113,0.00000000
-0.72987165,158177.92410284,56525.32860006,0.00000000,1.65397351,0.53842983,0.00000000
-0.73062177,158285.10121773,56560.19807046,0.00000000,1.65341093,0.53760912,0.00000000
-0.73137190,158392.24189874,56595.01436884,0.00000000,1.65284920,0.53678899,0.00000000
-0.73212202,158499.34620026,56629.77753308,0.00000000,1.65228830,0.53596945,0.00000000
-0.73287215,158606.41417656,56664.48760098,0.00000000,1.65172823,0.53515049,0.00000000
-0.73362227,158713.44588172,56699.14461029,0.00000000,1.65116900,0.53433211,0.00000000
-0.73437240,158820.44136966,56733.74859866,0.00000000,1.65061061,0.53351431,0.00000000
-0.73512252,158927.40069416,56768.29960370,0.00000000,1.65005303,0.53269709,0.00000000
-0.73587265,159034.32390885,56802.79766294,0.00000000,1.64949629,0.53188045,0.00000000
-0.73662277,159141.21106718,56837.24281384,0.00000000,1.64894037,0.53106439,0.00000000
-0.73737290,159248.06222247,56871.63509379,0.00000000,1.64838527,0.53024891,0.00000000
-0.73812302,159354.87742785,56905.97454013,0.00000000,1.64783099,0.52943400,0.00000000
-0.73887315,159461.65673635,56940.26119010,0.00000000,1.64727753,0.52861966,0.00000000
-0.73962327,159568.40020080,56974.49508092,0.00000000,1.64672488,0.52780590,0.00000000
-0.74037340,159675.10787389,57008.67624969,0.00000000,1.64617304,0.52699271,0.00000000
-0.74112352,159781.77980817,57042.80473348,0.00000000,1.64562201,0.52618009,0.00000000
-0.74187365,159888.41605603,57076.88056928,0.00000000,1.64507179,0.52536804,0.00000000
-0.74262377,159995.01666970,57110.90379401,0.00000000,1.64452237,0.52455656,0.00000000
-0.74337390,160101.58170128,57144.87444454,0.00000000,1.64397376,0.52374565,0.00000000
-0.74412402,160208.11120271,57178.79255765,0.00000000,1.64342594,0.52293531,0.00000000
-0.74487415,160314.60522576,57212.65817008,0.00000000,1.64287893,0.52212553,0.00000000
-0.74562427,160421.06382209,57246.47131847,0.00000000,1.64233271,0.52131632,0.00000000
-0.74637440,160527.48704319,57280.23203943,0.00000000,1.64178728,0.52050767,0.00000000
-0.74712452,160633.87494039,57313.94036949,0.00000000,1.64124265,0.51969958,0.00000000
-0.74787465,160740.22756490,57347.59634511,0.00000000,1.64069880,0.51889206,0.00000000
-0.74862477,160846.54496777,57381.20000268,0.00000000,1.64015574,0.51808510,0.00000000
-0.74937490,160952.82719989,57414.75137855,0.00000000,1.63961346,0.51727869,0.00000000
-0.75012502,161059.07431204,57448.25050898,0.00000000,1.63907197,0.51647285,0.00000000
-0.75087515,161165.28635481,57481.69743017,0.00000000,1.63853126,0.51566757,0.00000000
-0.75162527,161271.46337868,57515.09217827,0.00000000,1.63799132,0.51486284,0.00000000
-0.75237540,161377.60543397,57548.43478936,0.00000000,1.63745216,0.51405867,0.00000000
-0.75312552,161483.71257087,57581.72529943,0.00000000,1.63691377,0.51325505,0.00000000
-0.75387565,161589.78483940,57614.96374445,0.00000000,1.63637615,0.51245199,0.00000000
-0.75462577,161695.82228947,57648.15016029,0.00000000,1.63583930,0.51164948,0.00000000
-0.75537590,161801.82497083,57681.28458278,0.00000000,1.63530322,0.51084752,0.00000000
-0.75612602,161907.79293308,57714.36704767,0.00000000,1.63476791,0.51004612,0.00000000
-0.75687615,162013.72622570,57747.39759066,0.00000000,1.63423335,0.50924526,0.00000000
-0.75762627,162119.62489801,57780.37624738,0.00000000,1.63369956,0.50844496,0.00000000
-0.75837640,162225.48899921,57813.30305339,0.00000000,1.63316652,0.50764520,0.00000000
-0.75912652,162331.31857834,57846.17804421,0.00000000,1.63263424,0.50684599,0.00000000
-0.75987665,162437.11368432,57879.00125527,0.00000000,1.63210271,0.50604732,0.00000000
-0.76062677,162542.87436591,57911.77272196,0.00000000,1.63157193,0.50524921,0.00000000
-0.76137690,162648.60067175,57944.49247959,0.00000000,1.63104191,0.50445163,0.00000000
-0.76212702,162754.29265033,57977.16056342,0.00000000,1.63051263,0.50365460,0.00000000
-0.76287715,162859.95035002,58009.77700865,0.00000000,1.62998409,0.50285811,0.00000000
-0.76362727,162965.57381903,58042.34185040,0.00000000,1.62945630,0.50206217,0.00000000
-0.76437740,163071.16310545,58074.85512376,0.00000000,1.62892925,0.50126676,0.00000000
-0.76512752,163176.71825723,58107.31686372,0.00000000,1.62840294,0.50047189,0.00000000
-0.76587765,163282.23932219,58139.72710525,0.00000000,1.62787736,0.49967757,0.00000000
-0.76662777,163387.72634799,58172.08588322,0.00000000,1.62735252,0.49888378,0.00000000
-0.76737790,163493.17938220,58204.39323246,0.00000000,1.62682841,0.49809053,0.00000000
-0.76812802,163598.59847222,58236.64918775,0.00000000,1.62630503,0.49729781,0.00000000
-0.76887815,163703.98366533,58268.85378378,0.00000000,1.62578238,0.49650563,0.00000000
-0.76962827,163809.33500867,58301.00705520,0.00000000,1.62526046,0.49571398,0.00000000
-0.77037840,163914.65254926,58333.10903660,0.00000000,1.62473926,0.49492287,0.00000000
-0.77112852,164019.93633398,58365.15976251,0.00000000,1.62421879,0.49413228,0.00000000
-0.77187865,164125.18640958,58397.15926738,0.00000000,1.62369903,0.49334223,0.00000000
-0.77262877,164230.40282267,58429.10758563,0.00000000,1.62317999,0.49255271,0.00000000
-0.77337890,164335.58561975,58461.00475159,0.00000000,1.62266167,0.49176372,0.00000000
-0.77412902,164440.73484717,58492.85079957,0.00000000,1.62214407,0.49097526,0.00000000
-0.77487915,164545.85055116,58524.64576378,0.00000000,1.62162717,0.49018733,0.00000000
-0.77562927,164650.93277782,58556.38967840,0.00000000,1.62111099,0.48939992,0.00000000
-0.77637940,164755.98157312,58588.08257753,0.00000000,1.62059551,0.48861304,0.00000000
-0.77712952,164860.99698289,58619.72449522,0.00000000,1.62008074,0.48782668,0.00000000
-0.77787965,164965.97905286,58651.31546547,0.00000000,1.61956668,0.48704085,0.00000000
-0.77862977,165070.92782861,58682.85552221,0.00000000,1.61905331,0.48625554,0.00000000
-0.77937990,165175.84335560,58714.34469933,0.00000000,1.61854065,0.48547075,0.00000000
-0.78013002,165280.72567916,58745.78303062,0.00000000,1.61802869,0.48468648,0.00000000
-0.78088015,165385.57484450,58777.17054986,0.00000000,1.61751742,0.48390274,0.00000000
-0.78163027,165490.39089669,58808.50729075,0.00000000,1.61700685,0.48311951,0.00000000
-0.78238040,165595.17388070,58839.79328693,0.00000000,1.61649696,0.48233680,0.00000000
-0.78313052,165699.92384136,58871.02857198,0.00000000,1.61598778,0.48155461,0.00000000
-0.78388065,165804.64082336,58902.21317944,0.00000000,1.61547927,0.48077294,0.00000000
-0.78463077,165909.32487130,58933.34714278,0.00000000,1.61497146,0.47999178,0.00000000
-0.78538090,166013.97602963,58964.43049542,0.00000000,1.61446433,0.47921114,0.00000000
-0.78613102,166118.59434268,58995.46327071,0.00000000,1.61395789,0.47843101,0.00000000
-0.78688115,166223.17985468,59026.44550195,0.00000000,1.61345212,0.47765140,0.00000000
-0.78763127,166327.73260970,59057.37722239,0.00000000,1.61294704,0.47687230,0.00000000
-0.78838140,166432.25265172,59088.25846521,0.00000000,1.61244263,0.47609371,0.00000000
-0.78913152,166536.74002459,59119.08926356,0.00000000,1.61193890,0.47531563,0.00000000
-0.78988165,166641.19477203,59149.86965050,0.00000000,1.61143584,0.47453806,0.00000000
-0.79063177,166745.61693765,59180.59965906,0.00000000,1.61093345,0.47376100,0.00000000
-0.79138190,166850.00656492,59211.27932220,0.00000000,1.61043174,0.47298445,0.00000000
-0.79213202,166954.36369723,59241.90867282,0.00000000,1.60993069,0.47220840,0.00000000
-0.79288215,167058.68837780,59272.48774379,0.00000000,1.60943031,0.47143286,0.00000000
-0.79363227,167162.98064978,59303.01656789,0.00000000,1.60893059,0.47065783,0.00000000
-0.79438240,167267.24055616,59333.49517787,0.00000000,1.60843154,0.46988330,0.00000000
-0.79513252,167371.46813984,59363.92360643,0.00000000,1.60793314,0.46910928,0.00000000
-0.79588265,167475.66344359,59394.30188618,0.00000000,1.60743541,0.46833576,0.00000000
-0.79663277,167579.82651007,59424.63004971,0.00000000,1.60693833,0.46756274,0.00000000
-0.79738290,167683.95738181,59454.90812953,0.00000000,1.60644191,0.46679022,0.00000000
-0.79813302,167788.05610123,59485.13615813,0.00000000,1.60594614,0.46601821,0.00000000
-0.79888315,167892.12271063,59515.31416790,0.00000000,1.60545102,0.46524669,0.00000000
-0.79963327,167996.15725222,59545.44219122,0.00000000,1.60495656,0.46447567,0.00000000
-0.80038340,168100.15976806,59575.52026038,0.00000000,1.60446274,0.46370515,0.00000000
-0.80113352,168204.13030010,59605.54840764,0.00000000,1.60396957,0.46293513,0.00000000
-0.80188365,168308.06889020,59635.52666519,0.00000000,1.60347704,0.46216560,0.00000000
-0.80263377,168411.97558008,59665.45506518,0.00000000,1.60298516,0.46139657,0.00000000
-0.80338390,168515.85041136,59695.33363970,0.00000000,1.60249391,0.46062804,0.00000000
-0.80413402,168619.69342553,59725.16242078,0.00000000,1.60200331,0.45985999,0.00000000
-0.80488415,168723.50466400,59754.94144040,0.00000000,1.60151334,0.45909244,0.00000000
-0.80563427,168827.28416803,59784.67073051,0.00000000,1.60102401,0.45832539,0.00000000
-0.80638440,168931.03197879,59814.35032297,0.00000000,1.60053532,0.45755882,0.00000000
-0.80713452,169034.74813732,59843.98024961,0.00000000,1.60004726,0.45679275,0.00000000
-0.80788465,169138.43268458,59873.56054220,0.00000000,1.59955982,0.45602716,0.00000000
-0.80863477,169242.08566139,59903.09123246,0.00000000,1.59907302,0.45526207,0.00000000
-0.80938490,169345.70710847,59932.57235206,0.00000000,1.59858685,0.45449746,0.00000000
-0.81013502,169449.29706643,59962.00393261,0.00000000,1.59810130,0.45373334,0.00000000
-0.81088515,169552.85557576,59991.38600567,0.00000000,1.59761637,0.45296970,0.00000000
-0.81163527,169656.38267684,60020.71860275,0.00000000,1.59713207,0.45220656,0.00000000
-0.81238540,169759.87840997,60050.00175532,0.00000000,1.59664839,0.45144389,0.00000000
-0.81313552,169863.34281530,60079.23549477,0.00000000,1.59616532,0.45068171,0.00000000
-0.81388565,169966.77593290,60108.41985246,0.00000000,1.59568288,0.44992002,0.00000000
-0.81463577,170070.17780272,60137.55485970,0.00000000,1.59520104,0.44915881,0.00000000
-0.81538590,170173.54846460,60166.64054773,0.00000000,1.59471983,0.44839807,0.00000000
-0.81613602,170276.88795828,60195.67694776,0.00000000,1.59423922,0.44763782,0.00000000
-0.81688615,170380.19632339,60224.66409093,0.00000000,1.59375923,0.44687805,0.00000000
-0.81763627,170483.47359945,60253.60200834,0.00000000,1.59327984,0.44611876,0.00000000
-0.81838640,170586.71982587,60282.49073105,0.00000000,1.59280107,0.44535995,0.00000000
-0.81913652,170689.93504197,60311.33029004,0.00000000,1.59232289,0.44460162,0.00000000
-0.81988665,170793.11928694,60340.12071626,0.00000000,1.59184533,0.44384376,0.00000000
